微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数,辟谣方式
JwSKrl9hZ,[置顶]#微博辟谣#【中国科协#11月科学流言榜#发布！】冷链食品外包装发现新冠活病毒，冷冻食品不能吃了？吃抗生素能预防新型冠状病毒感染？有1种疫苗能预防12种癌症？心脏难受，忍忍就好了？......11月的这些谣言别再信了！@科学辟谣 联合@中国互联网联合辟谣平台 与@微博辟谣 为你一一解读真相。  [组图共5张] 原图 ,,"http://ww2.sinaimg.cn/large/0076noSKly1glbnl1qe3yj30ku1v21kx.jpg,http://ww3.sinaimg.cn/large/0076noSKly1glbnl0wqxoj30ku14e1at.jpg,http://ww4.sinaimg.cn/large/0076noSKly1glbnl11tftj30ku1eykdb.jpg,http://ww1.sinaimg.cn/large/0076noSKly1glbnl1b87dj30ku10xk8j.jpg,http://ww4.sinaimg.cn/large/0076noSKly1glbnl1bmayj30ku1ax4ht.jpg",无,TRUE,无,无,2020/12/4 11:16,搜狗高速浏览器,31,69,9,1
JA4fTuGDg,#微博辟谣# #12月科学流言榜# 【9大容易被错信的“小常识”，你都知道吗？】在日常生活中，我们常常会听到一些小常识，比如烧烫伤可以抹牙膏止痛、小苏打可除铁锈、熏醋可以预防感冒……可是，有一些知识它是正确的，而有一些却是错误的。因此，我们要注意区别正确和错误的日常小知识，下面我们就一起了解一下那些容易被错信的“小常识”。@微博辟谣             [组图共10张]      原图                             ,,"http://ww1.sinaimg.cn/large/0076noSKly1glzvj8krzgj30u019hdpj.jpg,http://ww2.sinaimg.cn/large/0076noSKly1glzvj92uj0j30u01gb14x.jpg,http://ww1.sinaimg.cn/large/0076noSKly1glzvj8nkgyj30u01gbtjs.jpg,http://ww1.sinaimg.cn/large/0076noSKly1glzvj8z9vxj30u01gbqec.jpg,http://ww3.sinaimg.cn/large/0076noSKly1glzvj98y7gj30u01gb49i.jpg,http://ww4.sinaimg.cn/large/0076noSKly1glzvj8of1tj30u01gbdrt.jpg,http://ww1.sinaimg.cn/large/0076noSKly1glzvj93tgsj30u01gb13k.jpg,http://ww1.sinaimg.cn/large/0076noSKly1glzvj9mlm9j30u01gbtk4.jpg,http://ww2.sinaimg.cn/large/0076noSKly1glzvj9be99j30u01gb49i.jpg,http://ww1.sinaimg.cn/large/0076noSKly1glzvj9h0uuj30u01l5qfp.jpg",无,TRUE,无,无,2020/12/25 10:05,搜狗高速浏览器,35,37,3,1
JwCCRdVYy,#微博辟谣# 【2020年#农产品质量安全十大谣言榜#发布】华南海鲜市场供货商忏悔书？樱桃大个儿全靠膨大剂？瓜蒂突起的西瓜是催熟的？98%的黄瓜都是用了药？……2020年热传过的食品安全谣言你中招过么？“张冠李戴”，“旧谣新炒”……食品安全造谣套路防不胜防！农业农村部农产品质量标准研究中心联合@科学辟谣  和@微博辟谣 共同盘点2020年农产品质量安全十大谣言，为你一一真相解读！             [组图共10张]      原图                             ,,"http://ww3.sinaimg.cn/large/0076noSKgy1gl9nvy0nbnj30ku1wfe86.jpg,http://ww2.sinaimg.cn/large/0076noSKgy1gl9nw178scj30ku10cqv9.jpg,http://ww1.sinaimg.cn/large/0076noSKgy1gl9nw3pdoaj30ku102qv9.jpg,http://ww3.sinaimg.cn/large/0076noSKgy1gl9nwoi2zoj30ku0wvqv9.jpg,http://ww3.sinaimg.cn/large/0076noSKgy1gl9nwq6p6lj30ku16uu11.jpg,http://ww4.sinaimg.cn/large/0076noSKgy1gl9nwrsl2tj30ku0s9nph.jpg,http://ww4.sinaimg.cn/large/0076noSKgy1gl9nwt51ytj30ku11fqv9.jpg,http://ww1.sinaimg.cn/large/0076noSKgy1gl9nwvekshj30ku10zqv9.jpg,http://ww4.sinaimg.cn/large/0076noSKgy1gl9nwxlssfj30ku143qv9.jpg,http://ww3.sinaimg.cn/large/0076noSKgy1gl9nwz1rqyj30ku16tu11.jpg",无,TRUE,无,无,2020/12/2 18:14,无,161,347,33,1
Ju92MCgzN,#微博辟谣# 【流言：登革热可以通过空气传播】登革热是由登革病毒引起的急性病毒性传染病，通过媒介伊蚊（白纹伊蚊、埃及伊蚊）叮咬在人群中传播。人与人之间不会直接传播，也不会通过空气传播。@微博辟谣  原图 ,,http://wx4.sinaimg.cn/large/0076noSKly1gkqud4wp7xj30u01o57kg.jpg,无,TRUE,无,无,2020/11/16 11:15,搜狗高速浏览器,1,4,1,1
JtHIZ8VQd,"#微博辟谣# 【#吃抗生素不能预防新冠病毒感染#】有人认为,“阿奇霉素”、“莫西沙星”、“头孢类”抗生素能预防和治疗新型冠状病毒感染。卫健委最新版的“新冠肺炎诊疗方案”中对抗菌药物的使用要求是：避免盲目或不恰当使用抗菌药物，尤其是联合使用广谱抗菌药物。可见，抗生素能预防和治疗新型冠状病毒感染是个错误的说法。@微博辟谣                  原图                             ",,http://wx1.sinaimg.cn/large/0076noSKly1gknhrsbrynj30u01o5qi5.jpg,无,TRUE,无,无,2020/11/13 13:42,搜狗高速浏览器,3,9,2,1
Js9H4y8eg,#微博辟谣# 【#10月科学流言榜#发布】避免胆固醇升高，就得多吃素？防蓝光眼镜有必要戴？调和油不好？输液能预防脑卒中？...10月的这些谣言别再信了！@科学辟谣 联合@中国互联网联合辟谣平台 与@微博辟谣 为你一一解读真相。  [组图共6张] 原图 ,,"http://ww4.sinaimg.cn/large/0076noSKly1gkbpr30b1cj30ku1sm11g.jpg,http://ww2.sinaimg.cn/large/0076noSKly1gkbpr3fhzzj30ku15pdmn.jpg,http://ww3.sinaimg.cn/large/0076noSKly1gkbpr2xstxj30ku108afu.jpg,http://ww4.sinaimg.cn/large/0076noSKly1gkbpr33u62j30ku10qq8h.jpg,http://ww2.sinaimg.cn/large/0076noSKly1gkbpr332udj30ku0xagqi.jpg,http://ww2.sinaimg.cn/large/0076noSKly1gkbpr339r2j30ku16g7af.jpg",无,TRUE,无,无,2020/11/3 9:13,搜狗高速浏览器,67,126,13,1
Jn8v6BZAy,#微博辟谣#【#9月科学流言榜# 发布！】新冠肺炎康复者可再次被感染，疫苗没有意义了？未煮熟的豆浆毒死孩子？塑料瓶装水经过暴晒会致癌？化学合成染料有毒，尤其要小心深色、颜色鲜艳的衣服？...9月的这些谣言别信！@科学辟谣 联合@中国互联网联合辟谣平台  @CCTV生活圈 与@微博辟谣 为你一一解读真相。              [组图共6张]      原图                             ,,"http://ww2.sinaimg.cn/large/0076noSKgy1gj8s9k8cehj30ku1p84bi.jpg,http://ww3.sinaimg.cn/large/0076noSKgy1gj8s9k22w8j30ku0wtti9.jpg,http://ww3.sinaimg.cn/large/0076noSKgy1gj8s9k4196j30ku0x0n6s.jpg,http://ww1.sinaimg.cn/large/0076noSKgy1gj8s9k2s11j30ku144dqs.jpg,http://ww4.sinaimg.cn/large/0076noSKgy1gj8s9ku7hcj30ku0w4k0n.jpg,http://ww2.sinaimg.cn/large/0076noSKgy1gj8s9kf189j30ku141h2b.jpg",无,TRUE,无,无,2020/10/1 9:00,微博 weibo.com,119,161,29,1
JmPrVBaLQ,#未来耀科学# #微博公开课# 全国唯一的病毒标本馆，通过3D打印的形态各异的病毒标本和VR技术直观展示病毒。直播邀请馆长邓菲，为我们科普病毒与疫苗的小常识，介绍狂犬病毒、流感病毒等几种常见病毒的异同，学习做好国庆中秋双节出行防护攻略！在中科院武汉分院分析测试中心，看看科研工作者眼中的病毒长撒样。@微博直播台  科学辟谣的微博视频                                 ,,无,无,TRUE,无,无,2020/9/29 8:30,微博原生直播,5,5,1,2
JiBE7fnTY,#微博辟谣#【#8月科学流言榜# 发布！】高血压是遗传疾病，预防也没有用？奥利司他是“无副作用减肥药”？自来水中有避孕药？打呼噜是睡得香？...这些谣言别信！@科学辟谣 联合@中国互联网联合辟谣平台 @人民网 @CCTV生活圈 与@微博辟谣 为你一一解读真相。  [组图共6张] 原图 ,,"http://ww1.sinaimg.cn/large/0076noSKly1gib41y9jwnj30ku1ot79f.jpg,http://ww3.sinaimg.cn/large/0076noSKly1gib41ylx8xj30ku13dn17.jpg,http://ww3.sinaimg.cn/large/0076noSKly1gib41yvhpdj30ku12uq6v.jpg,http://ww1.sinaimg.cn/large/0076noSKly1gib41z0o23j30ku12gae3.jpg,http://ww1.sinaimg.cn/large/0076noSKly1gib41z5ku7j30ku0usn0a.jpg,http://ww1.sinaimg.cn/large/0076noSKly1gib41zgz7aj30ku14pao7.jpg",无,TRUE,无,无,2020/9/1 14:00,新版微博 weibo.com,58,171,16,1
JfQjM13JL,#最新辟谣# 【#武汉卫健委辟谣有患者新冠复阳#】据武汉市卫健委官网消息，8月13日，网传“汉兴街新华家园社区有个爹爹新冠复阳了（双阳)，新闻还未公布”，经江汉区卫健局、区疾控中心核实，此信息不实，纯属谣言。请广大市民不要传播涉疫不实信息，自觉做到不造谣、不信谣、不传谣！  [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/0076noSKly1ghq3oims4zj30c805nt8o.jpg,http://ww2.sinaimg.cn/large/0076noSKly1ghq3om1nt2j30j60jctdv.jpg",无,TRUE,无,无,2020/8/14 9:50,搜狗高速浏览器,2,0,1,1
