微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数,辟谣方式
JAFM2j5Aq,#西安权威发布# 【谣言！假的！】近日，朋友圈再次流传一张已被多次辟谣的谣言图片，称“现在有一帮人，穿着防疫服上门，说是上门消毒、测体温，其实是入室抢劫的......”        西安网警再次强调：这是一条彻头彻尾的谣言。在年初的疫情攻坚战中，西安网警已进行过辟谣。        西安网警提醒：网络社会也有法律底线，传播网络谣言属于违法行为，希望广大网民自觉抵制网络谣言。对未经核实的信息，不随意转发，更不故意杜撰改编，否则，将承担相应的法律责任。对故意传播、散布谣言信息者，公安机关将依法严惩！        西安网警温馨提示：防疫期间，如果遇到有人冒充防疫工作人员，大家可以从四方面进行综合辨析：①防疫人员蹲守点位一般为小区出入口、村镇卡点、交通枢纽口等片区交汇处，不进行门口蹲点。②防疫人员一般为多人共同行动且分工明确，极少有单独行动的情况。③小区防疫人员一般为社区工作人员、物业管理人员等熟悉社区人口的人员。若防疫人员比较面生、不带本地口音，则应当提高警惕。④防疫人员物品配备一般较齐全，如：款式统一的红袖套、防疫工作牌、易测温度仪、防疫登记表、消毒用品、疫情拍照工具等。若防疫人员防疫物品不齐整，则应提高警惕。 #小布提示# @西安网警巡查执法 [组图共4张] 原图 ,,"http://ww2.sinaimg.cn/large/dff1d1efly1gm4h66kunzj20u00xg0vm.jpg,http://ww3.sinaimg.cn/large/dff1d1efly1gm4h66sad2j20u01lhn0f.jpg,http://ww2.sinaimg.cn/large/dff1d1efly1gm4h67mlz9j20j60sdjtr.jpg,http://ww1.sinaimg.cn/large/dff1d1efly1gm4h679tngj20j80gxae4.jpg",无,TRUE,无,无,2020/12/29 9:36,无,1,3,2,3
JfHjUFcsc,#小布提示#【微商开卖新冠疫苗498元一支？假的假的！】新冠疫苗还未上市，却有微商已经开卖？据上海网络辟谣消息，近日，朋友圈里的微商卖起了新冠疫苗，还不止一款。记者致电联系疫苗出处后，得到答复是并未上市。防疫不放松，更要科学防疫！必须强调的是，#朋友圈兜售疫苗是违法行为#！   （半月谈） [组图共6张] 原图 ,,"http://ww4.sinaimg.cn/large/dff1d1efly1ghozydlh6bj20b00ad3z3.jpg,http://ww3.sinaimg.cn/large/dff1d1efly1ghozydgancj20c80akq3u.jpg,http://ww4.sinaimg.cn/large/dff1d1efly1ghozydru9jj20c80blgm9.jpg,http://ww4.sinaimg.cn/large/dff1d1efly1ghozye0qm9j20c80bfmxu.jpg,http://ww1.sinaimg.cn/large/dff1d1efly1ghozyed5loj20c806uq3a.jpg,http://ww4.sinaimg.cn/large/dff1d1efly1ghozyeje0xj20c803vt8s.jpg",无,TRUE,无,无,2020/8/13 10:56,微博 weibo.com,6,4,6,1
JcFvthI7j,#西安权威发布# 【辟谣！医保断缴3个月不清零】对于不少群众担忧的“医保断缴3个月清零”的说法，相关负责人表示没有有关规定。医保一般为市级统筹，每个地区的具体政策稍有不同。群众传言的断缴清零，应该指的是连续缴费年限中断。因职工医保都是累积缴费年限的，即使中断，待退休时，所有缴费年限依旧可以累积计算。http://t.cn/A6ygU812 原图 ,,http://wx2.sinaimg.cn/large/dff1d1efly1gh1yt5az7aj20u01rznpd.jpg,无,TRUE,无,无,2020/7/24 12:48,微博 weibo.com,3,0,1,1
J7QdMb5nB,#小布提示# 【顺丰航空辟谣】今天（6月22日），顺丰航空发布声明称，近日有关“顺丰航空6月19日O37182达卡-长沙国际航班进口货物新冠肺炎病毒检测结果呈阳性”的信息被传播扩散，经核实确认，网传信息为不实消息。       顺丰航空表示，自新冠肺炎疫情发生以来，顺丰航空始终将运行安全、疫情防控放在首位，在航班运行保障过程中严格遵循国家及政府制定的防疫标准、积极配合相关部门完成进出口货物的监管手续，确保在安全的基础之上实现各航班的高效运行，竭力为复工复产、促进外贸增长做出积极贡献。       顺丰航空将按照相关部门要求持续做好航班防疫保障措施，坚守航空运输一线，做好物流供应链支撑，与全社会同心战“疫”。 [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/dff1d1efly1gg19j6olafj20hs0f574s.jpg,http://ww1.sinaimg.cn/large/dff1d1efly1gg19j6qf3gj20hs0g10tn.jpg",无,TRUE,无,无,2020/6/22 18:53,微博 weibo.com,0,0,0,3
J7weqrGOF,#关注# 【零下20度新冠病毒可存活20年？李兰娟院士辟谣】近日，一条《李兰娟院士：“零下20℃，新冠病毒可存活20年》报道被大量转发。报道称，李兰娟院士说：新冠肺炎病毒特别的“不怕冷”，在零下4摄氏度该病毒可以存活数个月，在零下20摄氏度该病毒可存活20年。这解释了为什么几次病毒都在冷藏食品较多的海鲜市场被发现，病毒完全是可以被跨国转运的。       6月20日，李兰娟院士团队对这一报道做出回应：该报道信息不完全准确。当天下午（6月19日），在杭州海关举办的抗疫经验交流会上，李兰娟院士就海关如何在进出口物资检疫检测环节加强新冠肺炎的排查给出建议和看法。其中，在说到冷链运输环节的疫情防控时，李院士表示：一般情况下，病毒在冷链上能较长存活。在我们已知并掌握的病毒中，处于4度左右可以存活3-6个月以上，-20度以下可以长期存活达20年左右。不同的病毒存活时间也不一样。新冠病毒是一个新的病毒，从出现到现在才8个月，对它的认识及耐低温能力尚需进一步研究。       结果部分媒体既没有进一步向李兰娟院士团队求证，也未完全理解相关信息，发表该报道，对公众造成较大误解。该报道内容与李兰娟院士本人观点不符。 原图 ,,http://wx3.sinaimg.cn/large/dff1d1efly1gfyt53cnocj20iz0chwfv.jpg,无,TRUE,无,无,2020/6/20 16:00,微博 weibo.com,1,0,0,2
J3Sfn2Ts5,#净网2020##辟谣# 【警情通报】两男子发布不实视频内容被处罚。  原图 ,,http://wx4.sinaimg.cn/large/dff1d1efly1gf73lz9hr9j20u04e47wh.jpg,无,TRUE,无,无,2020/5/27 16:41,iPhone 8 Plus,6,0,2,1
J0fTe0zuV,#关注##诺奖得主被冒名发布新冠病毒起源谣言#【被冒名发布新冠病毒起源谣言 日本诺奖得主出面辟谣】近日，一则假借日本诺贝尔奖得主、京都大学教授本庶佑之口，称新冠病毒是“中国制造”的谣言在海外社交媒体散播。为此，本庶佑专门发布辟谣声明，并指出这类对疾病起源毫无根据的说法是“极其危险和灾难性的”。　　本庶佑教授4月底在京都大学官网上发布了这份辟谣声明。他说，肆虐全球的新冠疫情带来了痛苦和经济损失，在全世界正遭受前所未有的苦难之时，“我和京都大学的名字被用于扩散虚假指控和错误信息，让我感到非常惊讶”。　　本庶佑在声明中强调，现在是所有人，特别是在科研最前线的人们同仇敌忾，与疾病这个全人类共同的敌人战斗的时候，大家为保护生命而努力，不容片刻耽延，“而在此时，像这类对疾病起源毫无根据的说法是极其危险和灾难性的”。　　本庶佑现年78岁，是日本著名免疫学家，因在癌症免疫治疗方面所做贡献，获颁2018年诺贝尔生理学或医学奖。（新华网） 原图 ,,http://wx4.sinaimg.cn/large/dff1d1efly1gefl4f4iogj20p00p0q6a.jpg,无,TRUE,无,无,2020/5/3 21:31,无,3,0,0,2
IFruHy5uH,#联防联控 西安在行动# 【#疫情期间被遗弃宠物增多#，多地出台管理规范】即使有权威专家的辟谣，一些宠物也没能躲过流言的伤害，疫情期间，多地出现宠物被遗弃虐待的现象。对此，我国多地出台了疫情期间的宠物管理规范，明确禁止虐待、遗弃宠物。有专家建议应立法禁止虐待宠物并明确责任。（法制日报） http://t.cn/A6AZ8MRH 原图 ,,http://wx4.sinaimg.cn/large/dff1d1efly1ge9pv75po5j209y09y0t3.jpg,无,TRUE,无,无,2020/4/28 19:42,专业版微博,3,4,1,2
IBAB07UBw,#小布提示#【教育部辟谣：#6月份英语四六级考试取消不实#】针对近日“原6月份大学英语四六级考试取消，与下半年考试合并”的传言，记者3日从教育部考试中心证实，教育部考试中心已于2月底发布公告，推迟全国范围内2020年上半年全国大学英语四六级考试（CET）、全国大学英语四六级口语考试（CET-SET）、全国外语水平考试（WSK）、书画等级考试（CCPT）网上报名工作，并未发布取消考试的通知。（新华社） 原图 ,,http://wx4.sinaimg.cn/large/dff1d1efly1gdgf6q1e7hj20j50hzax6.jpg,无,TRUE,无,无,2020/4/3 11:31,微博 weibo.com,9,6,11,1
IAK3mAs3q,"转发理由:#净网2020##辟谣# 近日，有网民在微信群中发布“八仙庵一诊所内有道士得冠状病毒被被拉走了”的虚假信息。经核实，25日下午一患肺癌老人到碑林区某诊所买药，被120送医救治。  
原始用户: 西安网警巡查执法
转发内容: #净网2020##微博辟谣##西安网警提醒##西安身边事# 近日，有网民在微信群中发布“八仙庵一诊所内有道士得冠状病毒被被拉走了”的虚假信息。经核实，25日下午一患肺癌老人到碑林区某诊所买药，被120送医救治。西安网警提醒：网络社会也有法律底线，传播网络谣言属于违法行为，希望广大网民自觉抵制网络谣言，对未经核实的信息，不随意转发，更不故意杜撰改编，否则，将承担相应的法律责任。对故意传播、散布谣言信息者，公安机关将依法严惩！ [组图共2张] 原图 ",,无,"http://ww2.sinaimg.cn/large/00685Fjgly1gd9y7mzch7j30gv0khtat.jpg,http://ww1.sinaimg.cn/large/00685Fjgly1gd9y7oeon5j30n00tiafp.jpg",FALSE,无,无,2020/3/28 21:45,iPhone客户端,4,1,1,3
