微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数,辟谣方式
IEYVesDqo,"转发理由:【这14个关于新冠病毒的传言，世卫组织进行了辟谣！】#关注#  
原始用户: 教育之江
转发内容: 【 这14个关于新冠病毒的传言，世卫组织进行了辟谣！】最近，有关新冠病毒的一些谣言又开始大肆传播。为了避免引起家长和师生们的恐慌，还有一些不科学的防范方法对大家造成伤害，新华社客户端整理了最近世卫组织在官网更新的辟谣性内容，快来看看吧↓↓↓  [组图共8张] 原图 ",,无,"http://ww2.sinaimg.cn/large/c47325cdly1ge5qz38x8dj20gf0at7ap.jpg,http://ww1.sinaimg.cn/large/c47325cdly1ge5qzhsknwj20j60d50tw.jpg,http://ww4.sinaimg.cn/large/c47325cdly1ge5qzjyy98j20j80b3js9.jpg,http://ww4.sinaimg.cn/large/c47325cdly1ge5qzlnwbjj20je0bygmj.jpg,http://ww2.sinaimg.cn/large/c47325cdly1ge5qzn7tcaj20ix09kjrr.jpg,http://ww2.sinaimg.cn/large/c47325cdly1ge5qzorzi3j20iv0b7gmc.jpg,http://ww4.sinaimg.cn/large/c47325cdly1ge5qzqaoy9j20jf0cbaaz.jpg,http://ww1.sinaimg.cn/large/c47325cdly1ge5qzrrtarj20j60d0ab9.jpg",FALSE,无,无,2020/4/25 18:58,政务直通车,0,19,3,1
IyRfWh9gb,【辟谣！额温枪伤眼？稳住，别慌！】#关注#  原图 ,,http://wx2.sinaimg.cn/large/005GIVXdly1gcvnlak9wtj30cd4xyhdt.jpg,无,TRUE,无,无,2020/3/16 12:25,政务直通车,6,44,20,1
IxZiNcRQb,【人体免疫系统，是怎样反噬自身的？】#涨姿势#当身体受到感染时，免疫系统根据病原体的危险程度作出反应，威胁越大，则免疫反应越强。当免疫反应引起血管反应和局部组织细胞损伤时，形态上就表现为炎症。炎症风暴是轻症向重症和危重症转换的一个重要节点。当炎症失控波及全身，身体就犹如浸泡在各种细胞因子、氧自由基、凝血因子、坏死组织等等炎症介质的海洋里。各系统脏器的损伤同时加重，情况就会变得非常棘手，这也是重症和危重症病人死亡的一个重要原因。via科学辟谣平台 http://t.cn/A6zhhKQV 原图 ,,http://wx3.sinaimg.cn/large/005GIVXdly1gcp1ea904rj30fs0hv0to.jpg,无,TRUE,无,无,2020/3/10 19:04,政务直通车,6,20,9,2
Ixxgs2fQZ,【辟谣！今年高考将延期至6月26日？假的！】#关注#  原图 ,,http://wx4.sinaimg.cn/large/005GIVXdly1gcllm6nn3wj30cd4d5u0x.jpg,无,TRUE,无,无,2020/3/7 19:41,政务直通车,7,21,11,1
Iv86BaZu2,【辟谣！口罩垫纸每天替换能延长口罩寿命？这些谣言不要信！】#关注#  原图 ,,http://wx4.sinaimg.cn/large/005GIVXdly1gc3b42vrr3j30cd6orqv6.jpg,无,TRUE,无,无,2020/2/20 23:57,政务直通车,8,26,13,1
IsYUjjVzb,【辟谣！自来水最好静置两小时以上再用，假的！这些谣言，不要信不要传！】#关注#网络空间不是法外之地，新型冠状病毒感染的肺炎疫情防控正处于关键期，希望广大市民群众和网友不造谣、不信谣、不传谣。  原图 ,,http://wx3.sinaimg.cn/large/005GIVXdly1gbmz2o0whxj30cd4fxhdt.jpg,无,TRUE,无,无,2020/2/6 20:52,政务直通车,19,18,14,1
IsuM1zhGY,【辟谣！这些传言都是假的！你关心的真相来了】#关注#网络不是法外之地。近日，网上又出现一波谣言，请大家不传谣、不信谣、主动辟谣！  原图 ,,http://wx2.sinaimg.cn/large/005GIVXdly1gbja1gura1j30cd710u0x.jpg,无,TRUE,无,无,2020/2/3 16:09,政务直通车,16,35,29,1
IsePjaKpb,【辟谣！又一波与杭州有关的谣言，不要信，不要传！】#关注#网络不是法外之地！一起看清身边的谣言，不信谣、不传谣。辟谣！又一波与杭州有关的谣言，不要信，不要传！  原图 ,,http://wx3.sinaimg.cn/large/005GIVXdly1gbhbmyzzyaj30sg0lctad.jpg,无,TRUE,无,无,2020/2/1 23:33,政务直通车,24,6,12,1
IrAMj4Z3i,"转发理由:【转发辟谣！#这些疫情谣言不要信#】  
原始用户: 人民日报
转发内容: 【转发辟谣！#这些疫情谣言不要信#】钟南山建议全国人民在家隔离两周？吃大蒜胜过杀病毒的口腔药物？吃香蕉会得新型冠状病毒肺炎？香油滴鼻孔可阻断传染？人中涂风油精可预防呼吸道疾病？熏白醋能消毒空气？……这些传言通通都是假的！#最新疫情谣言汇总#，转给身边人！  [组图共9张] 原图 ",,无,"http://ww4.sinaimg.cn/large/a716fd45gy1gbcd40s7z9j20go0jn44p.jpg,http://ww1.sinaimg.cn/large/a716fd45gy1gbcd418rkvj20go0jnq8i.jpg,http://ww4.sinaimg.cn/large/a716fd45gy1gbcd417flsj20go0jngr9.jpg,http://ww2.sinaimg.cn/large/a716fd45gy1gbcd40q6zij20go0jngr7.jpg,http://ww1.sinaimg.cn/large/a716fd45gy1gbcd40rekaj20go0jn7ac.jpg,http://ww2.sinaimg.cn/large/a716fd45gy1gbcd40u6t9j20go0jn7a1.jpg,http://ww1.sinaimg.cn/large/a716fd45gy1gbcd4189lfj20go0jn44e.jpg,http://ww3.sinaimg.cn/large/a716fd45gy1gbcd41fkabj20go0jn7a7.jpg,http://ww2.sinaimg.cn/large/a716fd45gy1gbcd41tkfhj20go0jn7a7.jpg",FALSE,无,无,2020/1/28 17:36,微博 weibo.com,7,24,3,1
IrfGOqFQt,【转发辟谣！这些新型肺炎传言是假的】#关注#钟南山院士被传染了？上海已限制外地车牌进沪？成都封高速了?盐水漱口能防新型肺炎？郑州26日空中喷洒防疫药剂？……这些说法你听过吗？最新新型肺炎谣言汇总，这些统统都是假的↓↓不信谣，不传谣！转发辟谣！  via人民日报  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/0077YKyGly1gb9tqcj0hhj30dw0m8js4.jpg,http://ww3.sinaimg.cn/large/0077YKyGly1gb9tqcng23j30dw0m8mxw.jpg,http://ww4.sinaimg.cn/large/0077XisIly1gb9tqcs652j30dw0m80tf.jpg,http://ww2.sinaimg.cn/large/0077XisIly1gb9tqcxe3bj30dw0m80th.jpg,http://ww2.sinaimg.cn/large/0075kK8xly1gb9t300oioj30dw0m80te.jpg,http://ww4.sinaimg.cn/large/006D0N6zly1gb9t30031bj30dw0m8js2.jpg,http://ww4.sinaimg.cn/large/006D0N6zly1gb9tqd2hyrj30dw0m8dgk.jpg,http://ww2.sinaimg.cn/large/006UNCiFly1gb9t2zyrr2j30dw0m8dgj.jpg,http://ww1.sinaimg.cn/large/006D0N6zly1gb9t2ztw8qj30dw0m8js1.jpg",无,TRUE,无,无,2020/1/26 11:55,政务直通车,14,46,21,1
